timestamp,open,high,low,close,volume
2025-07-29 12:10:00-04:00,176.39999389648438,176.5500030517578,176.33099365234375,176.51499938964844,802265
2025-07-29 12:15:00-04:00,176.50999450683594,176.69769287109375,176.3614044189453,176.50990295410156,2641034
2025-07-29 12:20:00-04:00,176.5050048828125,176.57989501953125,176.32000732421875,176.35499572753906,826657
2025-07-29 12:25:00-04:00,176.35499572753906,176.44000244140625,176.25,176.33999633789062,857062
2025-07-29 12:30:00-04:00,176.34500122070312,176.53500366210938,176.2700958251953,176.341796875,1429466
2025-07-29 12:35:00-04:00,176.35499572753906,176.4199981689453,175.8699951171875,175.88499450683594,1172605
2025-07-29 12:40:00-04:00,175.8800048828125,176.33990478515625,175.83169555664062,176.22500610351562,1092142
2025-07-29 12:45:00-04:00,176.22000122070312,176.30819702148438,176.03439331054688,176.26499938964844,601090
2025-07-29 12:50:00-04:00,176.27000427246094,176.3800048828125,176.14500427246094,176.2451934814453,1191381
2025-07-29 12:55:00-04:00,176.24000549316406,176.50599670410156,176.23460388183594,176.48500061035156,803286
2025-07-29 13:00:00-04:00,176.47999572753906,176.63999938964844,176.39999389648438,176.5050048828125,1196549
2025-07-29 13:05:00-04:00,176.5050048828125,176.6199951171875,176.37010192871094,176.4250030517578,818417
2025-07-29 13:10:00-04:00,176.4250030517578,176.66000366210938,176.4199981689453,176.52479553222656,799460
2025-07-29 13:15:00-04:00,176.52999877929688,176.58999633789062,176.41000366210938,176.4801025390625,710215
2025-07-29 13:20:00-04:00,176.47019958496094,176.47019958496094,176.26010131835938,176.34500122070312,685175
2025-07-29 13:25:00-04:00,176.34500122070312,176.4398956298828,176.17999267578125,176.19529724121094,732042
2025-07-29 13:30:00-04:00,176.1999969482422,176.2949981689453,176.0399932861328,176.06719970703125,629072
2025-07-29 13:35:00-04:00,176.07000732421875,176.2100067138672,175.88999938964844,176.05499267578125,1072283
2025-07-29 13:40:00-04:00,176.05999755859375,176.2082977294922,176.00999450683594,176.1750030517578,777986
2025-07-29 13:45:00-04:00,176.17990112304688,176.3000030517578,175.8300018310547,175.83009338378906,922553
2025-07-29 13:50:00-04:00,175.8300018310547,176.1999969482422,175.8000030517578,176.15499877929688,968304
2025-07-29 13:55:00-04:00,176.14999389648438,176.4149932861328,176.1300048828125,176.34010314941406,891397
2025-07-29 14:00:00-04:00,176.34500122070312,176.61500549316406,176.30099487304688,176.5850067138672,966539
2025-07-29 14:05:00-04:00,176.5850067138672,176.6300048828125,176.3300018310547,176.35499572753906,799408
2025-07-29 14:10:00-04:00,176.3699951171875,176.4700927734375,176.2747039794922,176.4250030517578,612430
2025-07-29 14:15:00-04:00,176.4232940673828,176.47000122070312,176.27999877929688,176.28199768066406,507482
2025-07-29 14:20:00-04:00,176.28529357910156,176.2899932861328,176.02999877929688,176.0800018310547,824453
2025-07-29 14:25:00-04:00,176.0850067138672,176.25,175.97999572753906,176.2050018310547,873663
2025-07-29 14:30:00-04:00,176.2050018310547,176.49000549316406,176.19500732421875,176.47000122070312,856653
2025-07-29 14:35:00-04:00,176.47500610351562,176.57510375976562,176.41000366210938,176.49009704589844,712216
2025-07-29 14:40:00-04:00,176.49200439453125,176.57000732421875,176.3699951171875,176.375,771342
